"good" "purpose" "fico" "loan_amnt" "income"
"good" "other" 737 7000 NA
"bad" "debt_consolidation" 672 14000 40000
"good" "debt_consolidation" 697 5000 24000
"good" "home_improvement" 787 35000 116676
"good" "debt_consolidation" 712 10000 72000
"good" "debt_consolidation" 752 24000 75000
"good" "home_improvement" 727 10000 107004
"good" "major_purchase" 692 8500 NA
"good" "home_improvement" 697 15750 126000
"good" "medical" 732 2000 NA
"bad" "debt_consolidation" 722 19300 38600
"good" "debt_consolidation" 742 25000 125000
"good" "debt_consolidation" 687 21000 95000
"good" "debt_consolidation" 677 17625 NA
"good" "small_business" 752 8000 NA
"good" "debt_consolidation" 727 10000 NA
"good" "major_purchase" 712 5300 47000
"good" "debt_consolidation" 707 2500 24000
"good" "vacation_wedding" 667 1000 54000
"good" "debt_consolidation" 787 35000 74000
"good" "debt_consolidation" 702 20000 78000
"good" "debt_consolidation" 717 20000 170000
"good" "debt_consolidation" 667 5000 48000
"good" "debt_consolidation" 717 10000 117000
"good" "debt_consolidation" 777 12000 NA
"good" "major_purchase" 702 7200 NA
"good" "home_improvement" 692 14000 NA
"good" "major_purchase" 722 6000 NA
"good" "debt_consolidation" 767 30000 84000
"good" "medical" 677 14400 71000
"bad" "debt_consolidation" 722 20000 66000
"bad" "home_improvement" 702 10000 93600
"good" "home_improvement" 742 4500 NA
"good" "debt_consolidation" 677 25000 60000
"good" "debt_consolidation" 712 30000 70000
"good" "debt_consolidation" 762 7050 42000
"good" "debt_consolidation" 697 10000 75000
"good" "home_improvement" 677 18000 108000
"good" "debt_consolidation" 732 24375 55000
"good" "debt_consolidation" 727 4300 30000
"good" "debt_consolidation" 712 7200 NA
"good" "debt_consolidation" 727 8400 NA
"good" "other" 697 9000 NA
"good" "major_purchase" 692 6000 NA
"bad" "debt_consolidation" 692 16700 NA
"bad" "other" 712 1325 50400
"good" "debt_consolidation" 782 10800 NA
"good" "debt_consolidation" 737 18000 56000
"bad" "major_purchase" 777 5000 60000
"good" "major_purchase" 677 3500 24000
"good" "debt_consolidation" 677 6000 NA
"good" "home_improvement" 692 16000 90000
"good" "debt_consolidation" 692 35000 105600
"good" "debt_consolidation" 697 8875 NA
"good" "debt_consolidation" 697 4000 38196
"bad" "debt_consolidation" 727 8000 60000
"good" "home_improvement" 702 5000 NA
"good" "debt_consolidation" 757 7000 1e+05
"bad" "other" 672 4500 21600
"bad" "debt_consolidation" 672 23000 74872
"good" "home_improvement" 727 8400 125000
"good" "debt_consolidation" 732 25000 59232
"bad" "debt_consolidation" 697 22250 51690.48
"good" "debt_consolidation" 692 25000 55000
"bad" "debt_consolidation" 687 15000 NA
"good" "debt_consolidation" 662 3300 33600
"good" "other" 672 16000 75500
"good" "other" 717 3000 NA
"good" "home_improvement" 682 8000 103000
"good" "home_improvement" 702 12000 62004
"good" "debt_consolidation" 742 8900 NA
"good" "debt_consolidation" 692 15000 90000
"good" "debt_consolidation" 677 20000 90000
"bad" "debt_consolidation" 692 5600 90000
"good" "major_purchase" 787 5000 53000
"good" "debt_consolidation" 767 8000 73000
"good" "vacation_wedding" 672 4000 77705.4
"good" "home_improvement" 722 8000 NA
"good" "major_purchase" 672 5000 27996
"good" "debt_consolidation" 712 9750 NA
"bad" "other" 687 2400 14004
"bad" "debt_consolidation" 672 9750 NA
"good" "debt_consolidation" 712 11000 40000
"good" "other" 692 11000 95000
"good" "debt_consolidation" 747 10675 NA
"good" "other" 662 21000 193000
"good" "debt_consolidation" 707 15000 1e+05
"bad" "debt_consolidation" 687 25000 95000
"good" "debt_consolidation" 772 12000 49268.48
"good" "major_purchase" 692 10800 50000
"good" "vacation_wedding" 697 5000 NA
"good" "debt_consolidation" 687 5600 56056
"good" "debt_consolidation" 707 35000 93000
"good" "small_business" 787 2400 NA
"bad" "other" 752 5125 NA
"good" "major_purchase" 792 24500 36000
"good" "other" 752 6000 23631
"good" "home_improvement" 697 10000 NA
"good" "debt_consolidation" 717 8000 NA
"good" "debt_consolidation" 737 11500 48000
"good" "major_purchase" 797 21600 48000
"bad" "debt_consolidation" 697 9950 NA
"good" "other" 697 3500 63996
"good" "debt_consolidation" 722 15000 100500
"good" "debt_consolidation" 692 10000 NA
"good" "major_purchase" 752 5600 25000
"bad" "small_business" 777 12000 NA
"good" "debt_consolidation" 782 28100 86000
"good" "other" 667 20000 60000
"good" "debt_consolidation" 682 20000 NA
"good" "debt_consolidation" 737 20000 51000
"bad" "home_improvement" 752 35000 75000
"good" "debt_consolidation" 747 16000 NA
"bad" "debt_consolidation" 707 35000 130490
"good" "debt_consolidation" 667 17000 100079
"good" "vacation_wedding" 767 6250 15360
"good" "medical" 812 3000 NA
"good" "debt_consolidation" 672 6000 69996
"good" "small_business" 757 24925 50000
"good" "debt_consolidation" 762 7200 NA
"good" "major_purchase" 737 12000 62500
"good" "other" 807 10000 NA
"good" "debt_consolidation" 687 18000 NA
"good" "debt_consolidation" 692 4800 NA
"good" "debt_consolidation" 707 8000 52000
"good" "debt_consolidation" 747 14000 56004
"good" "debt_consolidation" 777 20000 57984
"good" "debt_consolidation" 692 6000 85000
"good" "major_purchase" 707 6000 NA
"good" "debt_consolidation" 707 1000 NA
"good" "other" 672 5000 NA
"good" "debt_consolidation" 722 9800 50000
"good" "debt_consolidation" 732 3600 NA
"good" "home_improvement" 792 12000 78000
"good" "other" 667 1800 NA
"good" "debt_consolidation" 752 7000 NA
"good" "debt_consolidation" 667 8600 32000
"good" "home_improvement" 702 7000 NA
"good" "other" 682 7000 62400
"bad" "major_purchase" 687 2400 NA
"good" "major_purchase" 792 9000 NA
"good" "home_improvement" 752 5000 50000
"good" "debt_consolidation" 757 12000 50000
"good" "home_improvement" 672 4000 33996
"good" "debt_consolidation" 667 11200 54000
"good" "other" 757 15000 36996
"bad" "debt_consolidation" 707 25000 70000
"good" "home_improvement" 677 10000 204000
"good" "debt_consolidation" 677 8000 NA
"good" "debt_consolidation" 687 6850 42000
"good" "other" 792 27000 77000
"good" "debt_consolidation" 687 15000 105000
"good" "debt_consolidation" 662 5000 50004
"bad" "debt_consolidation" 662 10000 60000
"good" "home_improvement" 727 20000 52960
"bad" "debt_consolidation" 752 22000 162000
"good" "other" 782 1000 NA
"good" "home_improvement" 702 15000 172000
"good" "major_purchase" 752 6800 103000
"good" "debt_consolidation" 722 8600 40000
"good" "debt_consolidation" 672 10600 NA
"bad" "vacation_wedding" 687 3000 43000
"good" "other" 707 5000 81510
"good" "debt_consolidation" 762 2800 50000
"good" "debt_consolidation" 697 9600 NA
"good" "debt_consolidation" 662 4800 33000
"bad" "other" 687 1200 NA
"good" "debt_consolidation" 697 15000 NA
"good" "debt_consolidation" 727 20000 65000
"good" "home_improvement" 697 7200 NA
"good" "debt_consolidation" 717 5200 NA
"bad" "small_business" 702 15000 40000
"bad" "debt_consolidation" 722 35000 125000
"good" "other" 697 15000 52596
"good" "debt_consolidation" 737 19600 93996
"good" "major_purchase" 702 2800 61200
"good" "other" 677 4000 13200
"good" "vacation_wedding" 762 20000 65000
"good" "debt_consolidation" 777 9400 26000
"good" "home_improvement" 782 4800 NA
"good" "home_improvement" 677 14000 50000
"bad" "debt_consolidation" 737 30000 172008
"bad" "debt_consolidation" 727 11200 42000
"good" "debt_consolidation" 737 8000 40000
"good" "home_improvement" 787 4000 93000
"good" "debt_consolidation" 687 6000 36000
"good" "debt_consolidation" 687 20000 73350
"good" "major_purchase" 677 5775 36996
"good" "debt_consolidation" 697 20000 120000
"good" "small_business" 732 12000 NA
"good" "debt_consolidation" 747 14000 39456
"good" "major_purchase" 667 6000 54000
"good" "debt_consolidation" 762 4800 96900
"good" "home_improvement" 747 4800 125000
"good" "major_purchase" 752 10000 36000
"good" "home_improvement" 717 9000 110000
"good" "other" 777 8000 24000
"good" "debt_consolidation" 812 20000 58800
"good" "debt_consolidation" 727 10000 NA
"good" "debt_consolidation" 722 5000 38000
"good" "small_business" 752 25000 65000
"good" "home_improvement" 797 35000 183456
"good" "debt_consolidation" 742 19500 50000
"good" "debt_consolidation" 742 11900 35000
"bad" "other" 782 16000 NA
"good" "major_purchase" 672 5000 104606
"good" "debt_consolidation" 732 29000 281988
"bad" "small_business" 702 15000 50000
"good" "debt_consolidation" 807 1500 9600
"good" "major_purchase" 762 4800 24100
"good" "debt_consolidation" 672 10000 95004
"good" "major_purchase" 737 35000 450000
"good" "home_improvement" 747 7000 28500
"good" "home_improvement" 722 10800 65000
"good" "home_improvement" 682 7100 40000
"good" "major_purchase" 692 9000 81000
"bad" "home_improvement" 677 1500 NA
"bad" "other" 697 2500 20004
"good" "home_improvement" 747 12500 30000
"good" "debt_consolidation" 687 10500 36000
"good" "debt_consolidation" 672 10000 30000
"good" "debt_consolidation" 702 10000 35496
"good" "debt_consolidation" 677 6500 35000
"good" "debt_consolidation" 752 12000 NA
"good" "debt_consolidation" 682 2150 20000
"bad" "home_improvement" 667 2800 NA
"good" "debt_consolidation" 742 30000 110000
"good" "debt_consolidation" 662 20000 69500
"good" "debt_consolidation" 732 11000 NA
"good" "home_improvement" 787 15000 NA
"good" "debt_consolidation" 672 16000 55000
"good" "other" 672 3600 30000
"good" "home_improvement" 697 7000 54600
"bad" "major_purchase" 692 10000 60000
"good" "debt_consolidation" 792 6000 NA
"good" "debt_consolidation" 737 10000 1e+05
"good" "other" 667 6000 75000
"good" "debt_consolidation" 707 5000 31100
"bad" "home_improvement" 787 35000 85000
"good" "debt_consolidation" 702 5600 54000
"bad" "debt_consolidation" 667 8000 40300
"good" "major_purchase" 722 5000 41500
"good" "debt_consolidation" 677 25000 60000
"good" "major_purchase" 817 6800 112200
"good" "debt_consolidation" 697 6000 50000
"good" "other" 727 15000 30000
"good" "major_purchase" 677 7000 60000
"good" "debt_consolidation" 687 8000 38176
"good" "debt_consolidation" 752 14000 42000
"good" "debt_consolidation" 772 8200 150000
"good" "major_purchase" 767 7000 50000
"good" "major_purchase" 707 10000 41056
"bad" "other" 672 2000 39500
"bad" "debt_consolidation" 762 6000 NA
"good" "debt_consolidation" 742 13250 65496
"good" "debt_consolidation" 692 3075 NA
"good" "debt_consolidation" 692 5000 53004
"good" "debt_consolidation" 742 15000 NA
"good" "debt_consolidation" 777 10000 185000
"bad" "debt_consolidation" 702 6000 NA
"good" "debt_consolidation" 752 8000 40000
"good" "home_improvement" 752 34000 191000
"good" "debt_consolidation" 757 18000 39000
"good" "home_improvement" 712 10000 NA
"good" "debt_consolidation" 672 5400 63000
"good" "home_improvement" 702 10500 104000
"good" "debt_consolidation" 687 4500 37000
"good" "debt_consolidation" 727 2800 NA
"good" "debt_consolidation" 692 10000 NA
"good" "debt_consolidation" 762 5500 NA
"good" "debt_consolidation" 687 3000 19000
"good" "debt_consolidation" 722 15600 120000
"good" "debt_consolidation" 717 7000 NA
"good" "major_purchase" 732 6000 31000
"good" "home_improvement" 737 3500 140000
"good" "other" 767 24575 75600
"good" "debt_consolidation" 752 2000 14400
"good" "major_purchase" 797 5600 54000
"good" "home_improvement" 792 16000 204000
"good" "other" 712 14000 NA
"good" "major_purchase" 682 2000 69600
"good" "medical" 667 4200 72061
"good" "home_improvement" 737 15000 87000
"bad" "debt_consolidation" 747 18000 78000
"good" "vacation_wedding" 687 9000 75000
"good" "home_improvement" 717 16000 165000
"good" "debt_consolidation" 782 18725 32000
"good" "major_purchase" 677 15000 124800
"bad" "home_improvement" 697 8000 84000
"good" "debt_consolidation" 722 16000 68000
"good" "major_purchase" 732 4200 66500
"good" "debt_consolidation" 717 8800 28114
"good" "debt_consolidation" 692 3000 14400
"good" "vacation_wedding" 667 8000 43000
"good" "debt_consolidation" 747 28000 67100
"good" "home_improvement" 702 16000 80000
"good" "other" 752 30000 240000
"good" "home_improvement" 667 4500 48000
"good" "home_improvement" 697 10175 35500
"bad" "debt_consolidation" 712 14000 NA
"good" "debt_consolidation" 702 12000 95500
"good" "debt_consolidation" 752 2000 37000
"good" "small_business" 677 6200 69996
"good" "debt_consolidation" 672 16000 145000
"good" "debt_consolidation" 772 24000 60000
"good" "debt_consolidation" 702 20000 48012
"good" "debt_consolidation" 727 20000 45600
"good" "debt_consolidation" 792 30000 128474
"good" "debt_consolidation" 682 1700 17688
"good" "debt_consolidation" 697 17000 148000
"good" "medical" 757 10000 1e+05
"good" "debt_consolidation" 692 16000 83202
"good" "debt_consolidation" 672 12000 130000
"good" "other" 747 1000 22000
"good" "vacation_wedding" 702 6000 47500
"good" "small_business" 727 12000 73000
"good" "debt_consolidation" 732 16000 45000
"good" "debt_consolidation" 707 5000 50000
"good" "debt_consolidation" 762 13800 55000
"good" "debt_consolidation" 667 17500 36000
"good" "debt_consolidation" 717 4200 51000
"good" "debt_consolidation" 752 15000 62004
"good" "debt_consolidation" 697 20000 90000
"good" "debt_consolidation" 772 2700 NA
"good" "debt_consolidation" 692 6000 NA
"good" "small_business" 782 12000 84695
"good" "debt_consolidation" 677 13000 NA
"bad" "home_improvement" 727 4000 NA
"good" "debt_consolidation" 782 15000 NA
"good" "debt_consolidation" 727 22750 72000
"good" "debt_consolidation" 727 13200 NA
"good" "home_improvement" 697 7000 NA
"good" "major_purchase" 747 4400 NA
"good" "debt_consolidation" 737 15350 NA
"good" "home_improvement" 782 35000 101000
"bad" "other" 742 4000 NA
"good" "other" 767 4000 NA
"bad" "debt_consolidation" 732 21600 118000
"good" "debt_consolidation" 767 12800 NA
"good" "major_purchase" 722 2100 NA
"bad" "debt_consolidation" 672 17325 35004
"good" "home_improvement" 667 5000 NA
"bad" "debt_consolidation" 722 24175 95000
"good" "debt_consolidation" 692 4800 NA
"good" "debt_consolidation" 737 18000 72000
"good" "major_purchase" 677 10000 NA
"good" "debt_consolidation" 727 13800 38004
"good" "debt_consolidation" 712 5200 NA
"good" "debt_consolidation" 687 10000 NA
"good" "debt_consolidation" 667 30000 248004
"bad" "small_business" 712 3000 NA
"good" "home_improvement" 727 6000 NA
"good" "major_purchase" 747 35000 205000
"good" "debt_consolidation" 802 10000 43000
"bad" "debt_consolidation" 692 20000 94000
"good" "debt_consolidation" 692 11200 80000
"good" "debt_consolidation" 697 1500 NA
"good" "debt_consolidation" 777 30000 180000
"good" "major_purchase" 757 14000 50000
"good" "major_purchase" 712 25000 180000
"good" "debt_consolidation" 717 12050 NA
"good" "debt_consolidation" 742 8875 NA
"good" "debt_consolidation" 772 10375 42000
"good" "debt_consolidation" 667 7125 22800
"good" "debt_consolidation" 722 6500 30000
"good" "major_purchase" 677 18000 140000
"good" "debt_consolidation" 767 22100 72000
"bad" "debt_consolidation" 727 24000 80000
"good" "debt_consolidation" 692 7000 NA
"good" "debt_consolidation" 667 1500 54000
"good" "debt_consolidation" 687 5800 NA
"good" "major_purchase" 702 5000 NA
"good" "debt_consolidation" 712 5000 78000
"good" "debt_consolidation" 677 2000 NA
"good" "debt_consolidation" 737 16000 65000
"good" "small_business" 772 35000 95000
"good" "major_purchase" 677 4000 NA
"good" "major_purchase" 717 6000 185000
"good" "debt_consolidation" 677 5000 64312
"good" "debt_consolidation" 802 6000 NA
"bad" "debt_consolidation" 732 16000 32000
"good" "home_improvement" 667 10000 3e+05
"good" "debt_consolidation" 767 10950 NA
"bad" "debt_consolidation" 672 3000 NA
"bad" "debt_consolidation" 687 5000 24000
"bad" "debt_consolidation" 687 9250 19200
"good" "vacation_wedding" 682 11700 NA
"good" "debt_consolidation" 677 6000 72000
"good" "debt_consolidation" 717 20000 65600
"good" "debt_consolidation" 682 10000 54000
"good" "small_business" 707 8000 120000
"good" "major_purchase" 717 3000 45000
"good" "vacation_wedding" 677 2000 25000
"bad" "debt_consolidation" 727 21000 41721.6
"good" "debt_consolidation" 782 15000 45000
"good" "other" 757 20000 73500
"bad" "debt_consolidation" 722 2500 NA
"good" "debt_consolidation" 702 16000 NA
"good" "debt_consolidation" 742 20000 120000
"good" "debt_consolidation" 762 28000 120000
"bad" "major_purchase" 747 4000 35000
"good" "debt_consolidation" 717 30000 1e+05
"good" "debt_consolidation" 722 35000 106000
"good" "debt_consolidation" 762 18000 82000
"good" "debt_consolidation" 737 9250 85000
"good" "major_purchase" 697 5600 110000
"good" "home_improvement" 767 4000 NA
"good" "vacation_wedding" 687 6000 28800
"good" "vacation_wedding" 662 4800 117000
"good" "debt_consolidation" 712 33950 80000
"good" "debt_consolidation" 687 15000 83500
"good" "major_purchase" 807 15000 124726
"good" "debt_consolidation" 672 9600 43000
"good" "home_improvement" 777 8800 NA
"good" "debt_consolidation" 667 2000 78000
"good" "debt_consolidation" 702 18400 38400
"bad" "debt_consolidation" 682 8000 69000
"good" "other" 727 1500 22800
"good" "medical" 667 4000 NA
"good" "debt_consolidation" 717 5600 36000
"good" "debt_consolidation" 677 10800 69996
"good" "other" 702 1500 NA
"good" "debt_consolidation" 697 35000 108500
"good" "home_improvement" 682 3000 NA
"good" "debt_consolidation" 737 2000 44000
"bad" "debt_consolidation" 677 17000 51432
"good" "home_improvement" 782 22000 64992
"good" "small_business" 747 26000 92000
"bad" "debt_consolidation" 672 4000 40000
"good" "debt_consolidation" 777 24000 102000
"good" "debt_consolidation" 722 4500 33000
"good" "debt_consolidation" 727 14500 30000
"good" "debt_consolidation" 707 12000 60000
"good" "home_improvement" 717 6500 40500
"good" "debt_consolidation" 717 8000 40000
"good" "other" 682 1600 NA
"good" "other" 802 4000 70000
"good" "debt_consolidation" 707 33500 NA
"good" "other" 692 2000 23040
"bad" "other" 687 4800 69996
"good" "debt_consolidation" 737 13000 60000
"good" "debt_consolidation" 672 9000 50000
"bad" "debt_consolidation" 702 2200 65000
"bad" "debt_consolidation" 727 20000 47000
"good" "medical" 687 3000 47000
"good" "major_purchase" 752 2400 49000
"good" "major_purchase" 737 1225 42000
"good" "debt_consolidation" 692 14000 30000
"bad" "small_business" 772 10000 NA
"good" "debt_consolidation" 677 1750 36000
"good" "major_purchase" 682 15000 NA
"good" "other" 797 13000 141996
"good" "debt_consolidation" 772 15000 NA
"good" "debt_consolidation" 732 7800 2e+05
"good" "debt_consolidation" 697 20000 52000
"good" "other" 687 12000 NA
"good" "debt_consolidation" 677 8000 NA
"good" "major_purchase" 727 5400 63533
"good" "debt_consolidation" 692 11575 105000
"good" "debt_consolidation" 707 30000 77500
"good" "major_purchase" 742 6000 40000
"good" "other" 672 3000 62040
"good" "debt_consolidation" 717 22400 95000
"good" "debt_consolidation" 722 20000 67000
"bad" "other" 722 3000 NA
"good" "debt_consolidation" 722 7500 21996
"good" "debt_consolidation" 677 7200 NA
"good" "debt_consolidation" 722 7500 67000
"good" "debt_consolidation" 767 12000 150000
"good" "major_purchase" 742 5000 48000
"good" "major_purchase" 722 4500 NA
"bad" "small_business" 667 5425 NA
"good" "small_business" 737 10000 1e+05
"good" "debt_consolidation" 687 8800 NA
"good" "debt_consolidation" 752 24000 72000
"bad" "debt_consolidation" 667 27000 83000
"good" "other" 747 3000 NA
"good" "debt_consolidation" 747 8500 NA
"bad" "debt_consolidation" 712 15000 29881
"good" "debt_consolidation" 697 15000 32000
"good" "other" 737 4800 55000
"good" "debt_consolidation" 757 18500 38000
"good" "debt_consolidation" 682 11200 74243
"good" "small_business" 687 35000 85179.91
"good" "debt_consolidation" 757 7500 32000
"good" "debt_consolidation" 732 24000 133000
"good" "home_improvement" 787 21000 54000
"good" "debt_consolidation" 712 18300 NA
"good" "debt_consolidation" 792 34000 195000
"good" "debt_consolidation" 727 4000 NA
"good" "debt_consolidation" 747 21000 120000
"bad" "debt_consolidation" 717 17000 60720
"good" "debt_consolidation" 767 9000 60000
"good" "debt_consolidation" 682 6000 46000
"good" "home_improvement" 727 5000 NA
"bad" "debt_consolidation" 702 6000 31200
"good" "debt_consolidation" 702 35000 120000
"good" "debt_consolidation" 717 19425 70000
"good" "debt_consolidation" 727 2800 37000
"good" "debt_consolidation" 717 15000 NA
"good" "debt_consolidation" 742 8500 NA
"good" "debt_consolidation" 667 20000 82500
"good" "major_purchase" 667 4500 50400
"good" "debt_consolidation" 777 11000 NA
"good" "home_improvement" 702 13850 47000
"good" "debt_consolidation" 702 5000 NA
"good" "major_purchase" 737 6500 NA
"good" "home_improvement" 762 5000 24000
"good" "debt_consolidation" 677 19800 165000
"good" "debt_consolidation" 692 11000 NA
"good" "debt_consolidation" 702 20000 64700
"good" "debt_consolidation" 697 6650 43000
"good" "debt_consolidation" 762 25000 175000
"good" "major_purchase" 692 9600 42000
"good" "debt_consolidation" 727 12000 NA
"good" "vacation_wedding" 747 6000 28000
"good" "other" 672 3100 129900
"good" "debt_consolidation" 762 7200 25200
"good" "debt_consolidation" 747 8000 76860
"good" "debt_consolidation" 727 10000 69996
"good" "major_purchase" 762 10000 22000
"good" "debt_consolidation" 712 8000 NA
"good" "major_purchase" 692 4000 54000
"good" "debt_consolidation" 772 13000 NA
"bad" "debt_consolidation" 707 8050 45000
"good" "vacation_wedding" 722 2100 48000
"good" "debt_consolidation" 737 7500 132000
"good" "debt_consolidation" 782 8500 57253
"bad" "home_improvement" 667 10400 60000
"good" "small_business" 682 4000 50000
"good" "debt_consolidation" 687 21250 40000
"good" "debt_consolidation" 672 5000 54860
"bad" "debt_consolidation" 697 9600 59000
"good" "debt_consolidation" 697 2400 105000
"good" "debt_consolidation" 712 7450 NA
"good" "debt_consolidation" 677 3000 24000
"good" "major_purchase" 662 9600 NA
"good" "debt_consolidation" 672 20000 80000
"bad" "small_business" 662 8125 60000
"good" "debt_consolidation" 677 25000 104000
"good" "debt_consolidation" 717 5000 NA
"good" "medical" 757 12500 40000
"good" "home_improvement" 727 18000 80000
"good" "debt_consolidation" 722 12000 119000
"good" "debt_consolidation" 727 10000 55000
"good" "debt_consolidation" 737 16000 NA
"good" "major_purchase" 752 5000 NA
"good" "debt_consolidation" 677 9000 60000
"good" "major_purchase" 752 14000 79000
"good" "home_improvement" 722 4000 NA
"good" "other" 672 5000 19560
"good" "home_improvement" 717 8000 50000
"bad" "home_improvement" 667 25000 130000
"good" "debt_consolidation" 662 20000 72000
"good" "major_purchase" 692 8000 97000
"good" "debt_consolidation" 662 8000 65000
"bad" "debt_consolidation" 707 15000 NA
"good" "other" 722 5000 60000
"bad" "debt_consolidation" 767 17000 61200
"good" "debt_consolidation" 737 3500 31200
"good" "debt_consolidation" 772 25000 81000
"good" "debt_consolidation" 667 4000 NA
"good" "debt_consolidation" 692 13000 NA
"good" "debt_consolidation" 707 8000 126000
"good" "debt_consolidation" 727 5000 24500
"good" "debt_consolidation" 742 9800 27600
"good" "debt_consolidation" 677 34800 137000
"good" "home_improvement" 792 35000 3e+05
"bad" "vacation_wedding" 687 3200 65000
"good" "debt_consolidation" 717 7000 150000
"good" "debt_consolidation" 722 16800 55000
"good" "debt_consolidation" 772 9000 NA
"bad" "other" 672 14600 NA
"good" "home_improvement" 762 32525 85000
"good" "debt_consolidation" 772 10000 NA
"good" "debt_consolidation" 702 7200 69000
"good" "debt_consolidation" 697 12000 NA
"good" "debt_consolidation" 682 8000 NA
"good" "debt_consolidation" 752 4000 50004
"bad" "debt_consolidation" 697 8000 44000
"good" "debt_consolidation" 752 5000 NA
"good" "major_purchase" 807 5000 NA
"good" "small_business" 682 6000 42000
"good" "debt_consolidation" 677 12000 44000
"good" "debt_consolidation" 672 25000 105000
"good" "debt_consolidation" 682 7000 85000
"good" "major_purchase" 682 4950 12582
"good" "debt_consolidation" 772 10000 40000
"good" "debt_consolidation" 672 5000 94000
"good" "debt_consolidation" 697 15000 48000
"good" "debt_consolidation" 732 10000 50000
"bad" "debt_consolidation" 687 18000 60000
"good" "debt_consolidation" 737 15000 NA
"good" "debt_consolidation" 687 14700 NA
"good" "home_improvement" 732 16000 85000
"good" "debt_consolidation" 722 12000 54000
"good" "home_improvement" 752 10000 NA
"good" "debt_consolidation" 732 8000 45286.8
"good" "debt_consolidation" 677 5800 45000
"good" "debt_consolidation" 737 15200 51500
"good" "debt_consolidation" 687 5450 41347.2
"good" "home_improvement" 687 10000 109000
"good" "debt_consolidation" 687 4800 50000
"good" "major_purchase" 767 5000 NA
"good" "debt_consolidation" 697 4750 24600
"good" "major_purchase" 757 9000 26928
"good" "debt_consolidation" 757 25000 70000
"good" "other" 747 7000 75000
"good" "debt_consolidation" 732 10200 42500
"good" "debt_consolidation" 677 3500 NA
"good" "major_purchase" 767 9000 75000
"good" "debt_consolidation" 697 16000 1e+05
"good" "debt_consolidation" 722 8000 114700
"good" "debt_consolidation" 722 11000 38000
"good" "debt_consolidation" 727 21000 1e+05
"good" "debt_consolidation" 722 16000 28000
"good" "debt_consolidation" 747 24000 71000
"good" "home_improvement" 727 4800 32400
"good" "debt_consolidation" 742 12000 42000
"good" "major_purchase" 757 12000 NA
"good" "debt_consolidation" 732 12700 50400
"good" "debt_consolidation" 737 9000 44000
"good" "home_improvement" 757 25000 120000
"good" "debt_consolidation" 762 10800 110000
"bad" "debt_consolidation" 777 16000 33924
"good" "debt_consolidation" 667 14125 55000
"good" "home_improvement" 717 33000 80300
"good" "debt_consolidation" 702 2800 39000
"good" "debt_consolidation" 727 5000 30900
"good" "debt_consolidation" 717 17600 NA
"good" "vacation_wedding" 727 1500 80000
"good" "other" 697 8000 117000
"good" "medical" 777 21000 96000
"good" "debt_consolidation" 762 4000 50000
"good" "major_purchase" 667 4500 115000
"good" "other" 677 2400 41300
"good" "debt_consolidation" 722 12000 NA
"good" "debt_consolidation" 737 6500 NA
"good" "debt_consolidation" 687 14000 NA
"good" "debt_consolidation" 677 6600 21888
"good" "home_improvement" 707 14000 140000
"good" "debt_consolidation" 697 5000 55000
"good" "debt_consolidation" 697 7000 36000
"good" "debt_consolidation" 687 18000 92000
"good" "debt_consolidation" 667 2000 68000
"bad" "debt_consolidation" 672 6600 58479
"good" "debt_consolidation" 767 13075 NA
"good" "home_improvement" 692 20000 111000
"good" "debt_consolidation" 682 6000 NA
"bad" "home_improvement" 682 14000 40000
"good" "debt_consolidation" 777 5500 NA
"good" "debt_consolidation" 712 12500 NA
"good" "debt_consolidation" 687 4500 NA
"good" "other" 717 7500 45756
"good" "debt_consolidation" 737 25000 185000
"good" "major_purchase" 732 14700 144000
"good" "debt_consolidation" 702 30000 106982
"good" "debt_consolidation" 717 12000 NA
"good" "major_purchase" 687 8000 NA
"good" "debt_consolidation" 687 5000 NA
"bad" "debt_consolidation" 697 5000 42000
"good" "small_business" 702 12000 NA
"good" "debt_consolidation" 667 2000 NA
"good" "home_improvement" 667 6000 NA
"good" "other" 802 35000 160000
"good" "major_purchase" 667 5000 96000
"good" "other" 692 2000 NA
"good" "other" 782 6000 NA
"good" "major_purchase" 742 18500 65667
"good" "debt_consolidation" 717 30000 64800
"good" "debt_consolidation" 687 17075 71887
"good" "debt_consolidation" 677 16000 NA
"good" "major_purchase" 677 5000 NA
"good" "debt_consolidation" 712 6000 NA
"good" "debt_consolidation" 692 10000 44000
"good" "debt_consolidation" 737 20000 60000
"bad" "home_improvement" 787 35000 3e+05
"bad" "small_business" 712 5000 NA
"bad" "debt_consolidation" 692 30000 1e+05
"good" "debt_consolidation" 702 35000 108350
"good" "major_purchase" 712 3500 55800
"bad" "debt_consolidation" 702 16000 45000
"bad" "other" 677 13200 60000
"good" "home_improvement" 792 30000 83200
"good" "major_purchase" 787 4000 36000
"good" "debt_consolidation" 672 4500 NA
"good" "other" 777 20000 225000
"good" "debt_consolidation" 682 12000 73000
"good" "vacation_wedding" 702 8400 60000
"good" "home_improvement" 727 10000 94000
"good" "debt_consolidation" 732 8000 NA
"bad" "debt_consolidation" 687 9600 81000
"good" "debt_consolidation" 697 3000 46750
"good" "vacation_wedding" 702 10400 39000
"good" "other" 692 2500 NA
"good" "other" 667 3625 16020
"good" "major_purchase" 677 5000 NA
"good" "small_business" 737 18000 70000
"good" "major_purchase" 697 3000 96000
"good" "small_business" 747 35000 275000
